icao,name,municipality,iso_country,type
SAEM,Miramar Airport,Miramar,AR,small_airport
SA15,Lago Fagnano North Airport,Toluhin,AR,small_airport
SA16,La Puntilla Airport,La Puntilla,AR,small_airport
SA17,Rio Cuarto Aeroclub Airport,Rio Cuarto,AR,small_airport
SA19,Puerto Deseado West Airport,Puerto Deseado,AR,small_airport
SA21,Veinticinco De Mayo Airport,Colonia Veinticinco de Mayo,AR,small_airport
SA22,Santa Victoria Airport,Salta,AR,small_airport
SA23,Apóstoles Airport,Apóstoles,AR,small_airport
SA24,Calilegua Airport,Calilegua,AR,small_airport
SA25,Cañadon Seco Airport,Cañadon Seco,AR,small_airport
SA26,Bella Vista Airport,Bella Vista,AR,small_airport
SA27,Puerto Rosales Airport,Punta Alta,AR,small_airport
SA29,Choele Choel Airport,Choele Choel,AR,small_airport
SA31,San Nicolas de los Arroyos Airport,San Nicolas,AR,small_airport
SAFV,Venado Tuerto Airport,Venado Tuerto,AR,small_airport
SA33,Comandante Luis Piedrabuena Airport,Comandante Luis Piedrabuena,AR,small_airport
SA34,Trelew Aeroclub Airport,Trelew,AR,small_airport
SA35,Andalgalá Airport,Andalgalá,AR,small_airport
SA36,Saladillo Airport,Saladillo,AR,small_airport
SA38,Las Lajas Airport,Las Lajas,AR,small_airport
SA39,Jujuy Aeroclub Airport,San Salvador de Jujuy,AR,small_airport
SA40,San Juan Aeroclub Airport,San Juan,AR,small_airport
SA41,Aeródromo El Colorado,El Colorado,AR,small_airport
SA42,Santa Maria Airport,Santa Maria,AR,small_airport
SA44,Londres/Belén Airport,Londres/Belén,AR,small_airport
SA45,Frias Airport,Frias,AR,small_airport
SA46,Fiambala Airport,Fiambala,AR,small_airport
SAAA,San Antonio de Areco Airport,San Antonio de Areco,AR,small_airport
SAAC,Comodoro Pierrestegui Airport,Concordia,AR,medium_airport
SAAG,Gualeguaychu Airport,Gualeguaychu,AR,medium_airport
SAAI,Punta Indio Naval Air Base,Veronica,AR,small_airport
SAAN,Pergamino Airport,Pergamino,AR,small_airport
SAAP,General Urquiza Airport,Parana,AR,medium_airport
SAAR,Rosario Islas Malvinas International Airport,Rosario,AR,large_airport
SAAU,Villaguay Airport,Villaguay,AR,small_airport
SAAV,Sauce Viejo Airport,Santa Fe,AR,medium_airport
SABE,Aeroparque Jorge Newbery,Buenos Aires,AR,large_airport
SACA,Captain D Omar Darío Gelardi Airport,Córdoba,AR,small_airport
SACC,La Cumbre Airport,La Cumbre,AR,small_airport
SACD,Coronel Olmedo Airport,Cordoba,AR,small_airport
SACE,Escuela de Aviación Militar (Military Aviation School) Airport,Córdoba,AR,small_airport
SACI,Pilar Airport,Pilar,AR,small_airport
SACL,Laguna Larga Airport,Laguna Larga,AR,small_airport
SACM,Villa General Mitre Airport,Villa General Mitre,AR,small_airport
SACN,Ascochinga Airport,Ascochinga,AR,small_airport
SACO,Ingeniero Aeronáutico Ambrosio L.V. Taravella International Airport,Cordoba,AR,large_airport
SACQ,Monte Quemado Airport,Monte Quemado,AR,small_airport
SACS,Villa De Soto Airport,Villa de Soto,AR,small_airport
SAOI,Villa Maria Airport,Villa Maria del Rio Seco,AR,small_airport
SADF,San Fernando Airport,San Fernando,AR,medium_airport
SADJ,Mariano Moreno Airport,General Sarmiento,AR,small_airport
SADL,La Plata Airport,La Plata,AR,medium_airport
SADM,Morón Airport,Morón,AR,small_airport
SADO,Campo de Mayo Military Airport,Campo de Mayo,AR,small_airport
SADP,El Palomar Airport,El Palomar,AR,medium_airport
SADQ,Quilmes Airport,Quilmes,AR,small_airport
SADZ,Matanza Airport,La Matanza,AR,small_airport
SAEA,General Acha Airport,General Acha,AR,small_airport
SAEL,Las Flores Airport,Las Flores,AR,small_airport
SAET,Ñanco Lauquen Airport,Trenque Lauquen,AR,small_airport
SAEZ,Ezeiza International Airport - Ministro Pistarini,Buenos Aires (Ezeiza),AR,large_airport
SAFR,Rafaela Airport,Rafaela,AR,small_airport
SAFS,Sunchales Aeroclub Airport,Sunchales,AR,small_airport
SAHC,Chos Malal Airport,Chos Malal,AR,small_airport
SAHE,Caviahue Airport,Lafontaine,AR,small_airport
